"","author_id","id_str","text","geo","description"
"23","3960118295","1510591744873836547","@Chrisvbape4amc @steviefranch @SammyBaugh8 @OlSkoolMD Except gas prices have soared all across the globe 🌎 as has inflation.. do you really think people in Australia are blaming Biden? It’s COViD, coming out of the pandemic Demand is way up but supply is still limited…","6417871953fa5e86","preacherman call me a sinner but his little girl calls me a saint Talking Loud n Sayin Noting James Brown.the long strange trip contn’s...just gotta Polk around"
"24","272752346","1510667033226059778","@justinamash We had unprecedented circumstances with COVID.  Hopefully the spending spree ends. We also need to balance that with appropriate taxation of the people who can most afford it.","a2c84129f9dcf69f","I write code. I do other fun stuff too, but mostly I write code. Opinions my own, and unsanctioned by anyone else. @gdamore@techhub.social"
"25","1335704047","1510647560918155264","@fomocapdao @siliconebunker @insiliconot What here is obvious, to nations, you can’t justify what Putin did, since Nato really didn’t get involved. And world being post covid and already hurt. Won’t tolerate extra blood. It also gave us a good reason to blame everything on 🇷🇺","00c39537733fa112","ER Doc. student of @trader1sz"
"26","880834891465850880","1510637390339182594","@freddy_ustinov @RonFilipkowski Biden has put money in my pocket, and managed covid. Huge stimulus legislation has saved this economy. Inflation is managed by the fed. And gas prices is a supply/demand outcome that has NOTHING to do with Presidents. And when I see people say that it does, it tells me everything","a227c629b631eea2","3x Emmy Award Winning Producer Storyteller Media consultant. 
We stand against boredom  kim@kimcommvideo.com"
"27","3059814891","1510765832040714245","I dont think people realize how close we were in 2020's covid lockdowns to anarchy and that was over toilet paper. If Biden is right and America has actual food shortages, we will have the collapse of our society.","adc95f2911133646","USA IS the Greatest Nation • #Marine • #Veteran • #2A • In politics so my children won't have to be •"
"28","1402465390249250818","1510718963507994625","@IINastyStang @BigBlueSass @JoshOlsen14 @gcworth @JoeBiden Rural communities (with a higher percentage of red counties) are older, sicker, heavier, and poorer and urban counties, with a 20% higher death rate(even before covid).  Considering 75% of covid deaths were over 65 yo, and 85% had comorbidities, I am not surprised!","e0060cda70f5f341","Christian, Navy Veteran Wife, Mother, Homeschooler, Texan, BS Chem Engineering - Texas A&M, MBA - DePaul, 20 years as Engineer/Economist in Oil Refining/Petchem"
"29","1402465390249250818","1510712435497390083","@IINastyStang @BeikmanDouglas @BigBlueSass @JoshOlsen14 @gcworth @JoeBiden More useless NPR data, source?  Vaccination status no longer translates to death.  Vax efficacy against Omicron is only 15%.  Vaccine status has become irrelevant until a vaccine becomes available that works.  Before the definition of vaccine changed, 50% efficacy was required.","e0060cda70f5f341","Christian, Navy Veteran Wife, Mother, Homeschooler, Texan, BS Chem Engineering - Texas A&M, MBA - DePaul, 20 years as Engineer/Economist in Oil Refining/Petchem"
"30","1391670709093642240","1510842644834000904","None 1 Senator or Congress member received a cut in pay do to covid. Not one tv air breather had to struggle like the rest of us. So why do we keeping electing them? Name their accomplishments that are so successful you argue and not speak to your family for??","6cc49882c2468f39","Everyday American for United States President. Republicans and Democrats  have forgotten everyday America. You and I are America's core and backbone."
"31","22448188","1510834535675547649","@JackPolakoff @JoeBiden Jack, the economy suffered from a global pandemic in 2020, w/ the gov paying billions in COVID relief chks, vaccine dev, hospital supplemental payments, etc. Of course spending was cut in 2021. It wasn't Biden's brilliance. Tax rev likely increased as well because back to work.","bf1da9eec247d80d",""
"32","846702646358675456","1510830128200302599","@JeffChamberlin6 @Tontolao1 @tedcruz then came to visit us for the holidays and failed to tell anyone they were sick until we all started coming down with symptoms. I feel they gas-lit covid and played on the publics fear of the unknown to force vax-mandates and lock downs to see how much they could get away with.","9a974dfc8efb32a0","Understanding that my journey is the storybook of my life! jctransport1019@gmail.com"
"33","846702646358675456","1510829206850179072","@JeffChamberlin6 @Tontolao1 @tedcruz I've been coast to coast since the beginning of covid, I'm NOT vaccinated and I can honestly say Covid Omnicron is the strain that caught up to me after over 2 years. It wasn't from work or my lifestyle that got me sick, it was an irresponsible family member who got sick","9a974dfc8efb32a0","Understanding that my journey is the storybook of my life! jctransport1019@gmail.com"
"34","286873901","1510789995749154824","@RBReich How about a record Fed tax receipts economy that keeps getting taxes raised amongst a 40 year “all prices high” Supply Chain Tsunami! Guess who didn’t lose a DIME during height of CoVid? Teachers and Govt Workers! Shut your pie hole ya thief! #DCvsAmerica #FedRobberBarons","f54a2170ff4b15f7","Chi Born & Bred. Conservative On A Mission Texas Ohio & Beyond. ΣX. #LeatherneckForLife 👀 Clear Eyes, Full Heart, Can’t Lose #MTXE #NeverQuit"
"35","1299058112490377216","1510964439121489930","@BarackObama @POTUS Unfortunately Quest Diagnostic announced beginning in May they're going to CHARGE all UNINSURED individuals for COVID-19 TESTS. So if U R insured U will continue to get a FREE test, but if NOT insured Quest will CHARGE up to $199 per test! All this while the pandemic still rages!","013214de57b4da2e","I don't even want to grow up - yet I'm a realist. I will fight for the rights that are accorded to everyone by the Constitution of the United States of America!"
"36","3063514122","1510952708454375427","@KristiNoem @PBR Tell that too all of us missing friends and family due to Covid. Or addiction. Suicide from your transgender phobia. Incarceration for small amounts of weed. PTSD. 

Oh wait we arent YOUR people. We don't matter. Vote @RepJamieSmith 

#MoreJamieLessKristi","3605db70c687a01d","Nurse, Mother, Nana, Lover of science, animal lover,  Believes in  people over profit, liberal, and most likely sick of your sh!# already"
"37","475014039","1510948209610399745","@washingtonpost we have been living in an deflationary Disneyland for 13 years. Absurdly accommodative  #FederalReserve monetary policy accompanied by historic  cycle of recessionary Black swan events. #Obama saved the economy in '09 &amp; #Biden did likewise #COVID #Trump sowed seeds of inflation","6057f1e35bcc6c20",""
"38","1383272101","1511035086195494918","NEW: Word this morning is that Senators have agreed to a $10 billion COVID package to buy treatments &amp; vaccines.

But only in the US. No funding to help poor nations get vaccinated as variants spread. At an age when the world needs leadership, America firsters say “not us.”","10de09f288b1665c","Fr Biden/Obama Admins. Host of @inthebubblepod & author best-selling book “Preventable. Find me on Postnews aslavitt."
"39","1291566658532696065","1511007343085039620","@selene_colburn @GovPhilScott Yet not one child has died of Covid in Vermont. It’s child abuse continuing masking toddlers. Suggest you talk to people who actually have children &amp; not super minority progressives.","4ec01c9dbc693497","TV/Film Prod / both 👣 in Florida"
"40","1044278154192281601","1511101440965578752","@callielhbell @PunksDogsNFT @need_over_greed @PressSec Negative, you’re not right. But, you can think you’re right. I’m not going to argue with you. I’ve known plenty of people who who’ve passed from COVID, who had no pre-consisting conditions, like those I mentioned. I don’t have 10 boosters, I don’t wear masks. God bless you.","5c62ffb0f0f3479d","Proud Fiancée to a fallen Marine in Iraq. 6/1/1971-3/23/2003, Michael J Williams, you will always have a special place in my heart. ❤️"
"41","14960984","1511088568810283021","Hey, so I started shit on Nextdoor because an esthetician said ""now that Covid is over..."" blah blah blah.  Seriously, how do people think that is the case? Whatever is happening right now in the US is a mix of politics, denial, and a lower part of our waves.","463f5d9615d7d1be","loves backpacking, singing, fiber arts, live music, and birding. 379 day AT hike in '12-'13 Camino '16 SJPDP-Santiago. Venezuelan Michigander in ME. Barber."
"42","1395516230623236097","1511077855148625922","@Gabriel23193444 @TH040217 @justryingtolea1 @invaderfm_mike @JenniferCandoli Agreed. I don’t believe any of them. Covid and politics have taught me not to believe anything anyone says. Now media and social media silence views and personal opinions they don’t agree with. How can media label someone’s personal vax side effect as misinformation?","dd9c503d6c35364b",""
"43","140255480","1511133053829099520","@guardian The government cannot handle a nonlethal virus. The coronavirus scare makes the west look weak and unorganized. Putin knows they are scared, because they literally went on TV and said they were afraid of a nonlethal virus.","b0e7385b9c530ddc","Medical student. Please read and share my science fiction stories."
"44","1442988044571660289","1511123343239385091","@radarshapiro @laurenboebert Because the stock market crashed during COVID-19. Duh. 🤡 there was no place else for it to go, but that has nothing to do with Biden.","b0e7385b9c530ddc","Downloaded this for a school project"
"45","1102464412772900864","1511118630481715201","@JoeBiden Ok now tell us what to do when our student loans become due next month and we are still digging out of the hole from covid","2526edd24c06e60c","ABA therapist, corgi parent, chi weenie parent, French bulldog parent, macaw parent. DNC delegate 2020."
"46","605667037","1511103236517900291","Yes, @LindseyGrahamSC is much more comfortable with Justice McRapey and Justice Jesus Covid Witch than he is someone who is actually qualified to sit on the Supreme Court. He's just turned into a sad, pathetic and flaccid little ""man"".","d72afa3c3f1d73af","#IStandWithUkraine 
Proudly AntiFascist! 
@USNavy Vet Corpsman,
Happily Married, Kids, Grandkids, XBOX Side6oh #Fortnite, #COD, #FarCry #GhostRecon #420Friendly"
"47","811974941310468096","1511204820471861254","@GovInslee Why don't you start by getting Covid-19 under control in Washington?
In the 6 months from 9/1/21 till 3/1/22, CV-19 deaths in Washington went up by more than 75% over the prior 6 months, despite our solid vax-rate.
How did you screw that up, Governor?
Mismanagement!","b3a55a25056311ed","Now researching the spread of the deadlier CV-19 variant in North America and Eurasia. Also developed a free method to help families find affordable colleges."
"48","1114359075150626816","1511187894249082886","@SHOPGod2 @kdubbsy Ukraine is the ultimate smoke &amp; mirror show…hey people, forget about COVID, the economy, your broken businesses, lost schooling, inflation and declining quality of life…look how terrible Russia is.  Zelensky calling into the Grammy awards should cause everyone to question.","5280739904d0ef48","Investor, MBA, Engineer, High Heels, Big Dogs, Good Hair & Inked. Don't be typical. I’m not a financial advisor and tweets are not financial advice."
"49","1102464412772900864","1511186447985954820","@OutcomeOptimist @JoeBiden Also, don’t forget to factor in that only about 35-40% of our previous case loads have resumed in home aba services &amp; each time our clients or anyone in their home, classroom, church etc.. is exposed to covid, therapists are out of those billable hours for 10 days","2526edd24c06e60c","ABA therapist, corgi parent, chi weenie parent, French bulldog parent, macaw parent. DNC delegate 2020."
"50","1084886232684023808","1511159636988239872","@SenTedCruz @TDEM @TxStormChasers Hypocrite! You ask us to heed the warnings of local officials when it comes to potential weather emergencies, but didn't want local officials who were following the advice of health officials to have authority to issue mask mandates during peak Covid outbreaks.","1c69a67ad480e1b1","Retired Texas teacher, Democracy Defender"
"51","1912273170","1511346364244017172","@GOPLeader As Biden should. No one knows what variant will come next and the funds are needed. Stop denying covid. You are responsible for thousands of lost lives by denying severity of this unfolding pandemic.","d84a2837f4d13599",""
"52","43129445","1511345164568170499","@Jim_Jordan Now do employment, wages, COVID vaccinations, ending war in Afghanistan, infrastructure and all of the other messes the Orange Amateur Traitor left him.

One thing he hasn’t fixed is there is an Ohio Congressman who likes to watch student athletes get molested still in office.","468bfe7c705fbc37","""There will come a day when Donald Trump is gone, but your dishonor will remain."" - Liz Cheney 6/9/22. Desert Storm Vet and Biden 2020 Michigan GOTV Captain."
"53","968627720232972288","1511337573473558545","@RepHorsford @UNLVMuseum STILL WAITING FOR YOU TO ADDRESS HEALTH AND MENTAL HEALTH CARE PUTTING MY LIFE IN EXTREME DANGER TO COVID ISN'T THAT A HATE CRIME LIKE FORCING ME TO USE PHONE LINE THAT DON'T WORK FOR SOCIAL SERVICES DEHUMANIZING INHUMANE CRUELTY HATRED TORTURING AND BULLYING INSTEAD OF JUSTICE","d374fb61a20fb74f","63 and sick from Governor refusal of healthcare"
"54","968627720232972288","1511275167485288450","@repdinatitus TITUS REFUSING ACCESS TO HEALTH AND MENTAL HEALTH CARE PUTTING MY LIFE IN EXTREME DANGER TO COVID ISN'T THAT A HATE CRIME LIKE FORCING ME TO USE PHONE LINE THAT DON'T WORK FOR SOCIAL SERVICES DEHUMANIZING INHUMANE CRUELTY HATRED TORTURING AND BULLYING INSTEAD OF UPHOLDING JUSTICE","d374fb61a20fb74f","63 and sick from Governor refusal of healthcare"
"55","707602410613530624","1511248676815097856","@joshuagale75 Welcome back to Texoma where you mask so they don't have to. Even with all the covid deniers, I have avoided it with UTD Vax, n94-95 masking, and strategic social contact/distancing. The guns, weather and politics are balanced by sunsets, stars, Braum's &amp; tacos 🌞🌟🍦🍔🌮","b980515f617707a9","Don't Mess With Texas Women. 🌊❤️💜💙🇺🇸😷
#BLM ✊🏾 and #MLB ⚾ 
MaskUp! Let's Govern!"
"56","1364857106986369024","1511230004796936192","@Jim_Jordan Plus, essential worker that keeps getting bonuses for unused covid money. Thank you, President Biden.  They just keep giving me money! I worked the whole pandemic and was a lil jealous of unemployed but it is really paying off with bonuses. 3,000 end of year and 600 a 1/4 now.","01a31970453a9bad","Good at everything great at nothing! 🌊resister🌊 I really love my 🐐 and 🐈. Let's fix the justice system!"
"57","1383272101","1511383401324023809","COVID Update: The Senate agreed to fund $10 billion in COVID aid, far short of the Biden request.

The principal exclusion is funding for global vaccinations— raising the likelihood of needing even more funding in the future. 

What is says about where we are needs to be heard.1/","dce44ec49eb788f5","Fr Biden/Obama Admins. Host of @inthebubblepod & author best-selling book “Preventable. Find me on Postnews aslavitt."
"58","267635200","1511361945416347655","@joncoopertweets Nope.

I think whomever gave the sign off to change the definition of hospitalized with COVID to only if using two specific drugs is. Probably the most insidious thing anyone has done this entire pandemic.","c84cc6061e2af8da","Mom. Writer. Artist. Misanthrope. Political Commentator. Closet Idealist. Newest projects 👇🏻"
"59","917743345","1511448999739510796","During and since the outbreak of COVID, bad policies from Gov. Wolf &amp; former Sec. Levine killed business and people and @JoshShapiroPA refused to act. He would rather sue the Little Sisters of the Poor, perhaps one of the most benevolent orgs in PA, than the criminal Wolf admin!","d3120e137f21e654","Follower of God ✝️; PAYR Deputy Vice Chair, North/South Central+Susquehanna; PSU Alum; RTs ≠ endorsements 🇺🇸 👇👇REGISTER TO VOTE IN PA BELOW👇👇"
"60","745540429","1511479324603555850","The CDC is finally telling recently infected people that they don’t need a booster shot now, while schools and entire cities like San Francisco require boosters for people who just recovered from Covid. The Biden administration really botched Covid in so many basic, obvious ways.","01a9a39529b27f36","Art dealer, publisher, New Yorker | likes & retweets ≠ endorsements | @EliKleinGallery"
"61","890644537013673985","1511470174024650754","Title 42 is expiring. So that means illegals can come in and not get checked for Covid. But your kids still have to wear masks in schools.   Hows that Biden vote going for you?? Asking all 81 million of you lmfao","7b179e1b1fdd80d0","Take life as it comes one day at a time

Nathan and Brittany  8/25/21 🥰🥰🥰"
"62","33910102","1511563343638798340","If NYC doesn't get mental health services real soon I'm afraid due to Covid-19 we won't have a city for much longer. Helicopter parenting with no real consequences could make for a nasty and destructive adult. We don't need community policing. #helpNYC #LIVE","002e24c6736f069d","Poet, Dad, Homechef, USN, Leader, public advocate, Veteran, Cyclist"
"63","1265682481","1511542423566094339","@it_all_about_mi @MittRomney 12) your views? I ask myself these questions as well. Of course, if I did discover that Covid was made as a weapon, or that the election was stolen, or that Ukraine was actually a little Nazi Germany then yes, my opinions would change. I just haven't seen compelling evidence to","2526edd24c06e60c","Mom, wife, NICU RN, rescue kitten foster. I write long Twitter threads! Blue dot in a sea of Red raising my voice trying to be heard. Country over party always!"
"64","4804525392","1511651326349950980","@POTUS If you give your body over to the government they will control every aspect of your life in the name of the “greater good” You will become a slave to those in power 
If the Covid taught us nothing else it taught us healthcare can be weaponized…","79b7e1743d576e19","“I used to be disgusted now I try to be amused” Elvis Costello “The more often a stupidity is repeated, the more it gets the appearance of wisdom”Voltaire"
"65","1451342396407562246","1511607376444628992","@MarshaBlackburn Why? I think the reason for wearing masks on airplanes and COVID-19 relief because the coronavirus is still being spread by people like you.","010f72382b29eb22","I'm a 63 year old married man with two sons. I'm a retired engineer who tutor students in various subjects, especially math and science. Please don't DM me."
"66","770152793491382272","1511601009881014273","@RepAdamSchiff @POTUS I’d go further than that. Folks with med school dept can be in the hole &gt;300k. Not everyone can afford to pay that back. Example: I’m exploring public health after some med school and a PhD. Was helping with COVID surveillance in a fellowship. If I stayed in public health, 1/2","d71cc91cb651e322","PhD in #HIV & #genomics. Postdoc in #SARSCoV2 #Candidaauris #MPXV. Mostly Gay. 🇵🇷🇨🇺. Activist. Advocate. Author. Mensch. 🤺🥊🎸🧬🇺🇦!"
"67","21642733","1511770571020845062","@MarshaBlackburn How about “Joe Biden prioritises the health of Americans”?  Oh no we have a President who doesn’t want us to die of covid. I mean wtf.","01a9a39529b27f36","Human 👩🏻‍🦰 🇿🇦🇩🇪 married to a 🏴󠁧󠁢󠁳󠁣󠁴󠁿 living in 🌴via  🗽🇬🇧 🇮🇪 🇦🇺Mother 🧑🏼‍🦱🧒🏼 Publicist 💪🏽✊🏻 Follow me on instagram 📸 @RedGray ⭐️"
"68","18359131","1511752818952228872","I’m still waiting for my COVID home tests from Joe Biden and I’m supposed to believe weapons, arms are flowing into Ukraine everyday? Cmon folks. Seriously. No joke. Government can get rockets half way around the world but it can’t mail a box to my house? 🤔","5c8fea63bc3faa5b","There is a dog barking outside all night. Let your dog in. That is all."
"69","758800298559188996","1511724487246503939","@TimRunsHisMouth @RepAdamSchiff I figured it would be late September/early October before they started up again about the deadly plague.... uh excuse me covid virus.","6057f1e35bcc6c20","Christian, Conservative, Trumper, Univ of S.C. supporter, married, 2 children, 6 grandchildren, self employed, USAF, Love our Troops, Supports cops & Israel"
"70","52835037","1511717637562187784","@POTUS And yet you taught the unemployment rate and how ""good"" the economy is, but COVID is still rampant? WTF.

Enough is enough. These people took out loans, as millions have in the past to pay for school. That burden is on them to pay it back, not the tax payer!","f9815b3ea9abeecf","Buffalo born and raised in Buffalo, NY. Decorated Disabled Army Veteran, a husband and father teaching my 3 kids to be hard working respectable conservatives!"
"71","129879105","1511805071897546758","After Attorney General Garland and Commerce Secretary @SecRaimondo tested positive for COVID-19, White House correspondents are quick to check on the health of President Biden. 

@RepAdamSchiff, @JoaquinCastrotx, @DWStweets, @RepKClark +@RepScottPeters  have also tested positive.","14da3565c4555000","New Jersey guy - from Westfield, Exit 135; Greek Orthodox Christian and loyal Rutgers alum; honorary Texan after my years there. Fox News since July 1997."
"72","129879105","1511803429424881664","From the White House: 

As a follow-up to an earlier briefing question, the President was last tested for COVID-19 on Monday, April 4th. He tested negative.","01fbe706f872cb32","New Jersey guy - from Westfield, Exit 135; Greek Orthodox Christian and loyal Rutgers alum; honorary Texan after my years there. Fox News since July 1997."
"73","1380302078094929922","1511781905716244481","@field11_spencer @WeidnerDianna @Rothbard1776 @elonmusk We are barley getting over Covid in 2022. Total public debt outstanding was $30.01 trillion as of Jan. 31, according to Treasury Department data released Tuesday. That was a nearly $7 trillion increase from late January 2020, just before the pandemic hit the U.S. economy.","49af5b43d4963f4c","I'm a grandmother, Democrat, animal lover, from Brooklyn who now lives in Cali…. so I learned to be chill…."
"74","786996298578878464","1511778530576764929","@Hederhiggs 2 years of lying about covid, masks, mandates, schools closed, election irregularities, Biden, gas prices, high inflation, shortages, talk of recession, war in Ukraine, transgenger nonsense, stock market losing ground. Is this enough.","00c11996469e8af5","accountant. Conservative, MAGA,"
"75","26417055","1511860306451959812","@legrandbrule @digitalgypsie @BillFOXLA @GOP And nothing compared to the damage, death &amp; destruction caused by the liberal riots last summer all over the country. The libs get upset over Jan 6, but choose 2 ignore the riots that took place over the prior summer by antifa &amp; BLM during COVID in multiple cities across the US.","007b25196889ed5b","True Patriot. Love my Country, Mom of one amazing son, wife to a wonderful husband who served his Nation for 20 yrs. Trust Jesus❤️"
"76","1649550559","1511908074759626753","@PrivlegedWaffle @DonaldJTrumpJr Umm! We don’t have a pathological lying narcissistic hypocrite who is a self admitted sexual predator, and a pedophile as President. As far as gas prices, just before Covid, I was paying 346 at the pump for regular. Your hero didn’t come thru on any of his campaign promises.","1c73ebb264e145ee","Mom, Grandmom (Honey), proud liberal & Democrat! Love history, traveling, antiques, & fun interesting people. VOTE BLUE!!"
"77","1134887000866058240","1511900568851124226","The vast majority of Fentanyl is manufactured in China. If Covid did not kill you, Fentanyl will. Thanks China. Thanks Biden.","23ddee699e919f28","BYOB-Build Your Own Brand."
"78","1134887000866058240","1511899694779097092","Between April 2020 and April 2021, fentanyl deaths claimed over 40k lives. Twice as many deaths in 18-45 age range as Covid ( 21k).  China obviously involved. What has Biden done to stop China?","23ddee699e919f28","BYOB-Build Your Own Brand."
"79","26917854","1511887238631763975","Honestly prays up to people in Ukraine, but Zelenskyy appearin at the #Grammys gave me mixed feelings. It’s like The media has    melodramatized this war like they did Covid 19. Yall know There’s a similar war in Eastern Congo? Where’s their Grammy moment? Where’s the US help?","6149129795138afd","‎أشد الفاقة عدم العقل NY Great  🅑🅚'🅢 🅕🅘🅝🅔🅢🅣🗽 UW-Madison schooled🎓, Miami Living🌴☀️ The Real Gon Relate The Fake Gon Hate"
"80","15107126","1512057636031709190","@olliecarroll @joncoopertweets Really, talk to someone who watches Faux News 24/7.  Same thing.  Putin better than Biden, brown people invading,  COVID-19 a hoax, on and on","0912175f15659c1e","Nasty Woman; liberal; Carolina Hurricains fan; boomer; 
; resister; mom to 2 liberal daughters & grandma to 3 great girls; nurse. #FBR #Resist #TeamJoe🌊"
"81","2763840333","1512031200990437376","@NBCBLK Just another case of INJUSTICE !!! Don't get sidetracked by Ukraine, COVID, politics or extreme weather; Black men are still DYING @ the hands of some overzealous law enforcement officers; praying for his family.🙏🏿😔","003b0a6b6b3eca0e",""
"82","21863722","1512101624935817220","@BisquitsButtery @runnin5 @TomFitton Gas prices were rising as were all prices before Ukraine. Inflation started with his so called 1.3 trillion dollar Covid bill which funded much more than Covid. Adding massive amount of borrowed money into a healthy economy eventually creates inflation. The Dems are responsible!","1377f4995731468e","Former NPO Administrator, now retired"
"83","69426439","1512091644572667918","So NANCY PELOSI tested POSITIVE for
COVID TODAY...She was unmasked at the
Biden Harris Obama 
save the Dems soiree
Wednesday. This shit show continues at our
White House! Who will be next?? Biden is so frail and lost. No one on camera was maske.THIS DNC
""Save the Dems""IS A FAIL!!","59381e983a8a5770","Retired Store Manager Kroger
Company. Married enjoying
time with husband and friends. Rocky our dog is a special star in our life."
"84","16524304","1512088010950471683","Aww shit @SpeakerPelosi tests positive for Covid!","a906602d22b1ddf0",""
